x_val,future
"[ 56  52  29  28  52  23 145 171  56  54 117 162 160 139  99  54  88 175
  54  62 127 117  62 123  56 127 127 105 150 127 123  42]",[127 157  57  44 131  76  93  22]
"[ 58 100  58 100 180  58 100  58 100  58 180 125 116 125 116 125 116 125
 116 157   8 157 125 157 125 157 125 135  94 135  94 135]",[116 150  20 116  66  51  61  51]
"[  5 144  88  46 144 122  46 122 102  88  80 122  46  56 136 172  56 172
 122  29  38  56 172 171 129 145 171 145 171 148  38  46]",[172  29 136  10  17  42  17  42]
"[172 135  76  22 113  59  82 147  59  82  59 168 147 142 142  47  16  21
  16 119  97  80 168 102  67  82  59 104  44 151 164 110]",[ 59 113 164 147 104  73 137 104]
"[121  79 100  79  79  79 100  79  79 121  97  58  58  58  58  58  58  58
  58  58  90  58  58  51  58 120  58  58  58 120  58  58]",[120  58  58 103  51 103 103 120]
"[ 47  17  49 144  60  49 144  49 144  49 144  47 144  17  47  17  49 144
  17  47  49 144  49 123 144 124  49 165  40 100  40  47]",[47 60 40 55 60 40 60 40]
"[ 49  88  49  88 179  88  49  25  49  25  49  25  60  25  60  49  60  49
  60  49  29  49  60  49  60  49  60  49  91  49 120 120]",[120  10  10  60  88  10  10  49]
"[ 97 146 132 171 146 132 146 132 145 171 132 126 158 146 126 171  78 169
 126  78 171  22  76 150 150   2  98  56  76  56   2  98]",[178 176  43 176  66  66  66  66]
"[ 94  11  94 160  94  11  94  50  11  23 160 162   8  11  42 171  42  11
  42  44  11 117  42 171 124  42 123  11  50  87  11  50]",[ 50  11  42 123  11  42 171  42]
"[ 56 171  56 171  76 171  76 171  33  76  76   2 170  22  56  21   2 176
  56  22  56 126 123 171  76   2  56  30  76 172  76 126]",[169  22  56  76 135  22 171 171]
"[  2 122  38 116 162 169  38  22 169  38  11 124 162 171 171 162  92   2
 171 146 162  56 171  62 162  38  52 107 162   2 153 131]",[ 38  74 106 126  52 162  52 126]
"[ 42  37  34 100 145  37  34 100 145  37 136  37  22 169 109  37  56 169
  34  37  38 169 136  37 168 169 147   8 147   8 147   8]",[ 58  26  58  26  58 115 159 115]
"[ 15  17  15  42  46  56 162 145 117  15  46  11  15  21  50 145  38 165
  15  42  15  56  17 145  38 117  15 160  15  46  11  21]",[117  89 160  89  46  11 122  52]
"[171 135 117 171 171 135 165  52  52 135 165 170 170 135  17  21  21  78
  92 142 142  69 113  21  21  69  97 170 170  91  97 170]",[174 133  76  76 156 133  76  76]
"[ 17 138 151  91   8  52 138  16 151   8 176 171 150 157 171 145 123  42
 145 160 171 145 123  42 145  17 172 126  97  99 126  17]",[126  97  99 126 160 171 171 123]
"[127 105 127 105 127 181 152  54 152  54 152 127  57 165 177 103 177 103
  71  62 136 103 159 103 103 177  43 103 103 161 177 177]",[103  71  62  62 136 103 103 159]
"[ 42 128 138 151  28 151 151  89 138 128  30 113  30  30 123 128 138 150
  44 150 150  23 138  48 138 138 113 168  69 170  80  69]",[168  69 170 142  78 169  80  78]
"[ 99  97  50  47 145  15  52  28  92 113  52  28  11 124 169  37  81  63
  81  63  81  63  81  63 169  49  37  29 129 129  50  47]",[ 15  52  28 169  37 172  17 162]
"[ 34  44  66   8  43  44  43  44  26  92   7  37   7  37  66 160 174  89
 174  89  24  15  61  97  61  97  43  89  66  97  66  97]",[ 37  51  97  51  97 160  51  97]
"[ 69  21  46  22 172 156 172 101 169 171  25  25 151  25  91 174  25  67
   6  82  69  69 147  69  69  16  87  69  21  38  38  46]",[ 76  22 172 156 172 101 169 171]
"[126 126 158  21  86 135 135 135 125 125 125 135  79  37  37  37  65  37
  37 162  24  86  37  37  65  24  37  37 135  79  58  37]",[37 37 37 37 37 37 40 37]
"[143 162  56  53  38 172 144  46  88  38  36  58 102  53  80  80 144  80
  88  82 102  55 168 102  79  59  80 144  88  80  87 168]",[25 21 46 87 46 25 46 25]
"[ 82 168 142  38  56  22 120 169 162  21 142 120 102 104 120 102 154   8
  59 102 142  46 162 169 162  56  71 142 168  82  46 120]",[102  59  38 116 142 168 164 122]
"[ 99 147  44  50 147  16  50  76  22  44 172  99 169 172  89  99  69 113
  92  87  92   5 120  50   5  88   5  50  77 100  92  77]",[ 92  77 100  92 101  60  55  55]
"[ 98  21  83 169  22  56  22 169 170 125 145 122 178 142 139  80 168 102
  66  67  97  89 160  99 168  92 139 160  37   9 142 154]",[160  97  44 104   2 110  56  82]
"[ 17 165  89  44  17 165  89  44  71  28 160 136  17  11  42 136 129 145
  52 171 132 172 162  56  29  46  38 122 136 139  80 136]",[129  82  59 164 132  35   9  73]
"[123  89 160 117 123  89 116 160   8 165 123  89   8  17 116 113 123  89
 116  92  51  97  89 160  51  99  39 123  89 160  39  42]",[ 97  89 160  51  99  51  97  89]
"[106  52 162  50 162  56 100 145  37 162  38  18 145  15 162  56 100 145
  37  46 124  50 106  52 162  50 162 181  11  70  50  52]",[162 181  11  42 169  11 162  47]
"[ 37 100 169  37  37 100  37 100  37 100 121  57 155  37 105 155  37  57
 105  37  57 105  77 100  37 175  37 175  37 175  75 103]",[ 90  38  20 120  46  20   8  46]
"[ 43  43 125 116 150 157   6   6 174 174 174 174  30  30  16  16  16  16
  64  64  30  30  30  30  34 161   4 131  64  64  30  30]",[ 30  34 161   4 131 168 123  22]
"[128 138 110 110 177 180 110  95  84 137  84 110  84  95  84 110   2  84
 110  67 177   2   2  45 110  67 160  14   2 139 177   9]",[177 110   2 177 110  82 177   2]
"[ 52  42  92  22 131  92  42  52  42  92  22 131  92  42  52  42  92  22
  33  92 126  52 126  92 126  92 126  52 126  92  52  28]",[126  92  28  92  28  92 126  92]
"[169 165  22   2 142 101 168 113 110 139 111 160 180 160  45 160  45  37
  45 160  43 160 117 160 117  17 117 100 101  92 117 117]",[126 117 145 165 169  76  38 101]
"[ 17  15  42 126  28 172 126  76  99   2  17  80  89  67 180 110  97  73
 165  95 100  93 117 180 160 180  99  32 117 180 160 180]",[125   2 117  89 160  89  42  56]
"[ 89  76  99  18  97  15  97  22  37 172  99  44  97  89  97  89  22 172
 169  99  18  97  22  37  97  56  92  76  99  44  97  17]",[172  89  76  99  18  97  15  97]
"[162 124 180 126  17 162 145 160  15  52  17 145 160  52  17 162 171  11
  52  17 162 171  11 145 160 126 162  28 124 145 160 126]",[136 160  52 162  17 170 160  52]
"[ 26  26  37  92  26  37  92  42  37  92  26  37  92  42  37  92  37  92
  42 142 168  82  67 168 139 142  21  38  56  76  56  38]",[142 139 168  67 178 178 145 169]
"[ 40 143  24  40  55  21 169  75  47  37 156  97 143 100  37  24 159  55
  40 143  24 143  24 156  67  15 156 142  37  79 156  91]",[ 91  87 169 124  37 156  97  40]
"[160 177 135 177 177  13  84 177 160 177 177 177 177  32 177 150  13 150
 177 150 177 150 177 128  42 138 150  66 150 177 150  84]",[ 84 151  84  16  84  84 180 177]
"[120  11  52  11 169  11  52 120  11 170 116  17  52 160  90 170 159  28
  52 159 180  99 103  15  42  97 161  17  71 123 160  71]",[160 120  28  17 161  28  17 116]
"[ 45   2  45  86  45  86  45  86  45 171 117  12 176  12 176  12 176  12
 176  12 176  12 171 176 117  12 176 171 117  12 176 171]",[ 12 176 171  54 135  32 172  32]
"[ 62  82  62 146  62 110 152  86  10 164  10 143  10 143  10 143  10 143
 164  10 143  10 110  10  86  10  82  10  36  10  82  54]",[62 62 62 62 62 62 62 62]
"[ 90  49  51 159 165  25  60  98 172 127 165  25 155  25 120  36  71  60
   8 109  58 174 159  55  39 174 159  55  39  49  51  16]",[ 49  51  55  39 174 159 109  58]
"[ 68 123  56  42  93  56 123 153  92  56  42  56  28 153  92  56 126 124
   2  68 160   2 126 180   2  68 160   2 171  97 160 139]",[ 99 139   3 126 160 139 135  52]
"[ 22  99  22 161 171  34 153 161  34 145  56 161 169  52 145  56 161  12
  22  42  99  22 161 171  34  92  52  93  22  11 171  47]",[ 22  92  52 123  93  22  11 171]
"[ 47 155 120 155 120 155 120 155 120 155  71  18   8  44  89  44  89  44
  89  44  89  44  37 100  17 165 159 159 159 159  90  90]",[116 120 120  10  10  10  10  10]
"[105  80 139  80 162 140 140 172 140 171 140 140 172 140  80  46 181 142
 122 142  76  79  79 162  79 172  79  79 169  79 144 105]",[156  61 129  91 140  40 155  55]
"[145 169  15  76  38 145 169  76  38 145 169  89  76  38 145 169 162  21
 170 169 162  21 170 169  21  22  76 143  99 169  25  22]",[ 99 169 172  76  99 170 172  76]
"[ 61  66  51 103 103   8  61  51  76  76  76  61  76  76  76  76 134  56
  56  76  76  76  76  76  76 151  21  21  76  76  76  76]",[ 76 134  46  46  76  76 168 168]
"[ 21 142 139 168  67  97  76  99  67  97  76  99  67  97  76  99  98 124
 125  11 143 125 124  98 143  99  97  99  67  97  76  99]",[ 97  82 123  56  42  82 123  34]
"[ 89 169 156 114  43  89 174 114  43  89 174 114  89 171 174  22 171  89
  24 156  76 125  89 174  76 125  89 174 122 125 123 125]",[122  25  97  25 128  16 113 168]
"[126  21  99 126   2 171 126  99 126 160 126  76 110  99  22 126  82 169
 126 171  67 171 126 172 180 126  76  42 126  22 169 126]",[126 180 126 126 142 170 170 126]
"[129  55 129  55 129  55  12 107  12 107  12 107  12 107  12 107  12 107
 129  55 130  60 120 129  40  71   5 120  79 129 120  79]",[ 79  55  79 100  79 100  79 100]
"[170 162  89 170  50 171 170  42  56 153  42  52  22  52  42  52  42  52
  22  52  42  56  37 124 169 126 162 160 171 126 171 180]",[ 11 126  97  99 160  52 123  28]
"[ 67  99 110  92 180 154 110 168 168 126 110 168 142 168  42 110  43   9
 110  67  67 110  67 139 139  67 139   2   2 139   2  76]",[  2  76 171 171  76 171 126   2]
"[ 76  46 113  21   2  46   2  21 142 139 168   2 180  21 142 139  84 168
  67  59 110 104 154 180 137   9 154  92 104 110  59  67]",[139  89 142  21   2  92  46  76]
"[123  90  93 180  28 180   2  93 180  11 180 171  93 123  89 123  22  93
 123 162 160 123  22  93  92  56  28  92 168  28  92 122]",[ 92  56  93  92  22  28  92 122]
"[ 37 178  92  37 178 145  37 178  92  37  79 100  37  11  37  50  37  11
  37 108 145  79  50  40  11 169  37  79 155  47   5  28]",[  5  17  47   5  28  47 134 165]
"[102 106 144 144 102  11  52 144 144  59 144 145 144 102  50 144 144  59
 129 144 144  59  11  50 106 106  35 106  42 106  59  11]",[106  35  11 106 106 122  11 129]
"[103 157 125  31 103 157 125  31 116 103 176  51  94  31  33 103 176   8
  94  31 116 111 157  30 116 111 157  30 116 111 157  30]",[111 157  30 116 129 111 129 157]
"[ 79  44 102  89  79  44 102  89  24  18  67  15  24  18  67  15 174 155
 104  47 174 155 104  47  75 100 104  37  75 100 104  37]",[103 132 103 145 132 103  50  34]
"[124 137   9  27  35 164 124  27 110  82 102 168 139  80 123  82  80  82
 164  29 142 180 168 142 168 110  34   9 124 110  82 102]",[ 27 118 118 124  27   2  56 162]
"[136  53 136  53 136  53 136  53 136  53  30 103  30 103  30 103  30 103
 129  65 129  65  12 161  12 161  91   6  91   6  29  71]",[71 71 71 71 71 71 10 38]
"[145  22  92 122  52 148 148  64  64 148 148 122  52  22 145 162  50  34
 129 129  52 106  50  46  29 126  68 145 145  15 126 180]",[ 15  11 124   1   1 103 103 145]
"[127 105 127 105  62 127 105 127 105  62 127 105 127 105  62 127 105 127
 105 127 105 127 105 127 105 127 105 127 105 127 181  10]",[ 54 152  54 152  54 152  54  10]
"[ 67  86 180 168 168  86  89  22  22  87  89  22  22  16 128  21  21  25
 128  21  21 147  16 170  50 170  22  46  21  50 170 169]",[135 147  69   0 158 167  55 121]
"[  8  66 103  66 103  66   8  66   8  66 103  66 103  66  51  66  51  43
   8  66   8   4   4 122 168  82 102 168 139 122  21   2]",[162  22 171  52 171 170  52  28]
"[ 80 168  58  80 142  39  21  80   8 142  21 159  38 142  71  21  38  58
  46  21 120  38  46   8  38  21 120  38  46   8  38  46]",[ 76 162 120  76 162 103 172 171]
"[143  37  15 169  97 143  37 169 145 143 145 169 143 169 143  99 169 169
 172 169 145  99 169  38  38  37  17  37  15  97  76  37]",[142 145  21  38  76 169  76  99]
"[105 127 105 127 181  10 152  54 152  54 152  54 152  54  10 152  54 152
  54  10 152  54 152  54  10 152  54 152  54 152  54 152]",[152  54 152  54 152  54 152  54]
"[ 89  52 152  28 165  17  42  28  40 129 173 116 150 116  28  93  47 123
 124 165 117  93 162 181  11  70  50  52  11 162 181  11]",[169  11 162  47 144 106  56 123]
"[169  61  61  38 169  79  85  46 169  79  85  46 169 164  51  95 154 164
  67  71 142  38  71  76  59  58 154 104 102  58 142  21]",[162  59 120  73 104  59   8  80]
"[ 80 102  82  59 164  35 164  59  82 102  80 102  80 142 122  38  46  50
  52  28  38 145 172  17 172  17 122  52  46  50  46  50]",[162 139 171 102 162 139 171  80]
"[ 76  22  97 126 170  89 172  76 170 172  89  46   2  44 172  76  89 122
 142 172  76  89   2  46  47  52 172  17   2  46  52 172]",[ 76  76  47 170 171 160  76 162]
"[ 94 125  23  16 113  47  89  16 113  47  89  25 113  97  89  16 113  47
  89 174 113 180  89  87  15 113  89  89  89  89  89 174]",[180  16  47 174  44 180  89 174]
"[ 95 137   9  43 154 104 110  59  67 168 113 104 110  59  67 168 139 142
  21   2 180 142  21   2  84  46  76  22 171 170  52  57]",[171  52 180 170 126  42  11  92]
"[116 116 116 116 116 143 116  34 143  34 143 143 116  98 136 116  98 116
 136 143 116  34 143  34 143 143 116  98 136 116  98 116]",[143 116 143 116 143 116 146 116]
"[ 14  14  14 175  48  14  57 100 135 117 103 103 103  43  43  43 103 103
 103  43  43  43 103 103 103  29  29  29 103 103 103  29]",[135  94  94  94 135 135 135  94]
"[ 79  79  79  79  76  79  79 162  79  22  79  79 162  79 102  38 105  80
 139  80 162 140 140 172 140 171 140 140 172 140  80  46]",[142 122 142  76  79  79 162  79]
"[170  21  76  17 172 170  59  37  67 145  67  92  67 145 142  89  21  38
 170  21  76  17 172 170  80  47 142  11 142  89 142  11]",[ 97  67 102  99  67 142  15  38]
"[103  51 120  71  21   8 142  21 142 139   8 168 139   8 168  67   8  59
  67  59 110   8 104 110   8 104  58   8  33 120  33  33]",[ 58  39  51 120   2  33  21   2]
"[ 93 100  70 165 124 108 100  93 100  18  57  18   7 127   7 127 155   7
  18 127  44 127   4  93   4  93   4  93 131 113 107 124]",[113 107 124 131 113  75 157  75]
"[126  11 160 170  11 160 171 131  11  42 170  42  11  42  11  42 170  42
  11  52  28  92  42  92  28  92  28  92  42  92  28 171]",[160  42 170  42 160  42 160  42]
"[ 94  94   4  94   4  94   4  94  94   4  94   4  94   4  94  94   4  94
   4  94 157 161   8   8 161   4   4 157 161   8   8 161]",[  4 109 103  58  58  69  58  78]
"[125 157 125 157 125 157 150 157 150 157 150 157 125 116 125 116 173 159
 173 161 150 116 131 159 131 159  38  56 169 159   2  56]",[ 71  42 171  71 114  31 171  71]
"[ 43 126  99  99 126 160 171 180  76  97  84 177 176  78  86  16 158  22
  78  86  22  78 177 103 146  76 116 162  22 146 116 177]",[146  76 116 162  22 146 116 112]
"[ 85 165 124  61  97  79 100  61  97  86 100  85 165 124 121  97  79 100
 121  97 147 113 147 113  84 180  84 180   5  47   5  47]",[37 77 37 79 65 79 65 75]
"[145  17 172 126 124  11 126  17 172 126 124  11 126 160 171 171  15  42
 171 160  56  52 165 126  52  17  56 171 117 145 171  11]",[171 160 145 171  11 162 169 123]
"[ 38 142  80  81 172  80 172  80  56  80  56  80  38  80  38  80 142  80
 142  80 139  80 139 102  80 102  80 102  80 102  80 102]",[102  80 102  80 102  80 102  80]
"[117 100 117 150 127 123  56 127 150 105 127  48 113 126  22  48  48 127
 152 165 126 172 152 152 181 115  54 117 160 170  52 171]",[175  54 150 127 123  56 127 127]
"[ 42  92  42  52  42  92  22 131  92  42  52  42  92  22 131  92  42  52
  42  92  22  33  92 126  52 126  92 126  92 126  52 126]",[ 52  28  92 126  92  28 170  39]
"[ 42 123  11 124  92 113 160 117  28  93 131  39   4  39   4   4  39   4
  39   4  39   4  39 134  51 134  51 134 134  51 134  51]",[ 51 134  51  66  44 117  97  89]
"[ 92  22  89 170 123  42 113  67  58  82 168 142  56  83 102 103  67 139
   2  76 177   2  39  38  56  22 145 178  46  90   2 162]",[126  27 176  18 139  15 176  18]
"[125 157 170 157 171   4 157 125 157 125  43  50 107  43 107  43 125 157
 107  30 157 125 157 170 157 171 153 157 125 157 170 157]",[  4 157 125 157 125  43  50 107]
"[ 11  28 172 171  15  11 145 123  52 180 171  15 145 171 160  38 171  89
   2 171  42  56 172  28  42 172  93  56 171 117 162  52]",[172 145 117 160 145 123 171  42]
"[113 180  90 117 124 180  39 123  15  92 103  58 180  92  42  58 180  92
  42 103 180  92  58  42   8 180  92  58  42 103 160  99]",[ 99 126 171  11  50 171 139  99]
"[ 18 124  46 160  46  18 123  56  17  56  18  47 162 160  56 165 123  17
 165 123 160  56 165 123 172  28 171 124  47  28  47  28]",[162 123 172  89 171 124  56 165]
"[ 38 145  46  50  56  42 162  11 172  17 171 160  52  28 145  15 126 180
 145  15  52  28 171 160  56  17  17  11  17  11  17  11]",[ 50  47 145  15  52  28 169  37]
"[102  53  80  80 144  80  88  82 102  55 168 102  79  59  80 144  88  80
 144 102  80  88 122  46 144  46  88  56 143 162  56  53]",[122 153  34 142 129 102 164  59]
"[156  91   8 151 174  91 130  98 156  98 156  91   8 151 174  91 130  98
 156  98 156 151   8   8  89 101 101  24  24  24  24  43]",[174 174 174 174  94  94  43  43]
"[144 160 148 160 144  17 172   5 172   5  10  10  10 159   5 120 161  10
 159  10  49  10  49  10  49  10  49  10 116  10  90 159]",[103  62 157  62 157  62 157  62]
"[121 121   0   0  50 121 121   0  55  20  20 133 156 178 178 133 174 147
  69 147 147  69  26  26  87 147  87 147 143 134 143 134]",[ 20 125  20  66  51  66  51 120]
"[162  56  18  46 136 159 165 136  37 165  37 143  98  53  25 143  25 143
  98 148  29 165  29  37 165  37 143  98  53  25 143  25]",[ 98 148  29  53 165  29  37 165]
"[165  25 155  25 159  49  58  60   8  24  71  16 120  49 116  16 120  49
  51  55  39   3 159  55  39  49 116  16 120  36  71  60]",[ 49  58  60   8  77 120  19 120]
"[ 16  47 174 180  44  89  89 174 180  44  89  89 174 180  44  89  89  16
  47  44  89  25  97 170  39  47 113  89  89  86 180  37]",[ 87  47  89  89  87  47 117  89]
"[ 46 113  38 147  21  80 168  21 147  46  76  57 122 142  80 168 142  76
  76  57  67 102 156  37 168  80  17  76  22 142 172  44]",[ 76  89  91   2  22  69  46 172]
"[ 56  49  82  80  38  56 172 145 123  42  17  42  15 145 172  56 113 169
 145  38 123  22 169 168 100  38  56 142 180   2  56 162]",[102 139   2 162 171 126 124  11]
"[ 16  69  69  69 114   6  92   2  92  92  46  98 142 126 126 126 158  21
  86 135 135 135 125 125 125 135  79  37  37  37  65  37]",[162  24  86  37  37  65  24  37]
"[ 80 122  46 144  46  88  56 143 162  56  46  56  53  46  38  56 172 144
  46  88  38  36 142  38 142 102  53  80 102  80  80 144]",[ 88  79 142  80 102  82  55  59]
"[117 160  99  51 126 103  99 160   8 127  89  92   8  42  39  92  89  58
  57 180  37  58  42  39  37 180 103 117 180 160  99 160]",[ 33 177 103 171 171 169  22 171]
"[ 76  22 171  89 169 170 126  92  50  99  92  99  50 126  37  50 126 145
  92 126 145 170 145 170  52  47 170  52 169  92  52 169]",[169 171 169 180  22 171 169  92]
"[124 171 145 160 162  11 124 172 126  17 162 172 124 126  11  28 172 171
  15 145 171  28 172 162 160 171 162  11 139 162 160 122]",[145  38  56  17 145  56 165  38]
"[ 78 169 142  78 169 142  78 169  80 135 170 119 135 154 170  73 135 170
 137  69 170 101  69  80 170 168  69 170  69  92  21  69]",[ 21  69  92  21  69  37 142  69]
