x_test,future
"[114  43  89 174 114  89 171 174  22 171  89  24 156  76 125  89 174  76
 125  89 174 122 125 123 125  30 122  25  97  25 128  16]",[168 138 125  89 174  43  97  98]
"[144 144 102  11  52 144 144  59 144 145 144 102  50 144 144  59 129 144
 144  59  11  50 106 106  35 106  42 106  59  11 106 106]",[ 11 106 106 122  11 129 129 168]
"[ 42 145  56  38 160 123 160  42  56  17 145  56  38  15 165  15  17  46
  28 172  46  17 122  50  80  52 122  50  46  17 172  28]",[160  38 145 160  56  52 160   2]
"[120  25  80  40 120 102  91 120  67  40  33 102  88  80 143  71 142 106
 122 143  38  12 161   2 132  58  38  87 159  46 136  39]",[143 164 136  39  82 143  39 164]
"[115 159 115 159 147  39 147  39 147  39   0 103   0 103   0 103  79  58
  79  58  79  58  61  58  61  58  61  58  58  58  58  37]",[169  50 120  11  50  58  46 162]
"[176 135 176 135  16  14 176 135  16   2  14   2   2  36  78  36  78 176
 135  16  14 176   2 135   2   2 126 135 126 135 170  14]",[135 125   2  14 126 135 126 135]
"[ 67 110  52   9  30   9 104 104   9 104  82  82 104  82 139 139  82 139
  21  21 139  21  56  56  21  56 171 139 171  82 139  21]",[170 139  21  56  56  42  21  56]
"[  4  28  42  92   4  42  70  28  50  11  70  50  28 145  42 145   7  37
 145  42   7 145  62 160 145  42  62 145  10  17 145  42]",[ 38  17 145  42 145  92 145  42]
"[ 22  50 170  47  76  46  47  52 172  99   2  46  52 172  17  76  76 100
 170 169  55 162  76  43 170 169  40  46 142 100 162  46]",[170 139 142 162  46  50  21  21]
"[176  43 176  13 112  50  68  15  68 126  68 180  68 112 145  68 123  68
 126  68 124  68  27  68  22 146 123 114  38  22   2 146]",[114  56 162 124  26 123 126  68]
"[ 67  89 111  66  67  89  82  67  66  67  89 102 104  66 102 104  89 102
  67  13 142  89  97  67  61 142  97  67  61 168  97 139]",[142  21 123 142  30 168 142 123]
"[ 92  22  57  86  86  86  92  86  57  92  86  84 169  75  79 169 135  24
 169  46  44  16  16  16  50  44  16  16  16  50   2  44]",[ 91  25 135 162  44 158 158  89]
"[ 93  28  92  42  92  28  92  28  92  42  92  28  52  18  28  92  42  92
  28  92  28  92  42  92  28  52 155  28  11  50  11  28]",[ 28  11  50  11  28  52 130  28]
"[ 39 153 161 106  94 131 153 144 106 144 106 144 106 144 106 144 106 167
  58 167  58 167  90 167 120 167  58  61  51 156  51 156]",[156  51 156  51 145 156  51 129]
"[  2  92  92  46  98 142 126 126 126 158  21  86 135 135 135 125 125 125
 135  79  37  37  37  65  37  37 162  24  86  37  37  65]",[ 37  37 135  79  58  37  37  37]
"[164  73  73  38 140  80  80  80  67  99  67  67 145 164 164 164  96 125
  96 125  96 125  96 142 156 104 164  21  40 164  59 156]",[ 76  38  99 169   2  88  38 169]
"[ 40  55  40 165 165 165 173 165   7 165  81  47   5  47   5  47   5  47
 123  79 124 113 124 100  93 100 108  18 108  18  93 108]",[165 143 124  47  10 123  97 123]
"[ 42  92  28  22 107  99 126  52 126  99 127 171  89 160  42 170  42 160
  42 160  42 170 172  42  17  22 131  92  42  52  42  92]",[ 92  42  52  42  92  22 131  92]
"[  3  40  58  37  99 145 169  76  38 143  51 143 143  55  90  90  55  90
  24 159   3 120   3  40  58  99 170 172  76  21  80  91]",[ 91  91  24  71  71  24  71 174]
"[100 123 180 116 100 113 180  90 117 124 180  39 123  15  92 103  58 180
  92  42  58 180  92  42 103 180  92  58  42   8 180  92]",[ 42 103 117 177 177 177 177 177]
"[ 52  28  11 126  52  28  11  15 145  11 180 160  11 123 145 171 113 160
  11 145 171 160  42 145 171 124 160  42   2 145  52  38]",[ 42  21 145  52 122  28  42 126]
"[ 11 154  73  97  89  99  73  95  97  15  99  95  44  17  99  89  17  99
 164 104  89  17  99 104 110  28  17  99 110  67  89  17]",[67 80 28 17 99 80 67 89]
"[ 76 160 143  99  76 170 170 171 172 160  17  99  99 170 170 171 172 160
  17  99  99 171 170  76 172  99  17 170  99  66 170  76]",[ 17  99  18  22 171  44 117  22]
"[ 55  16  78  27 176 132 140  49  25  67   6  82  69  69 147  69  87  69
  21  46  22 172 156 172 101 169 171  25  25 151  25  91]",[ 25  67   6  82  69  69 147  69]
"[172  76  99 170  98 172  76  69  25  76  91 109  76  25  76 143  76  99
 145 169  76  99 145  91 169  76  24  99 145 174 169  76]",[ 76 172  76  99 170 172  76  99]
"[146  50  15  50 129  87 148 156 129 156 129  87   1 146  15 146  50  15
  50 129  87 148 156 129 156 129  87   1 146  15 146  50]",[ 50 148 145  29  29  15 132 160]
"[ 76 156 169  76 156 169  43 160  99   2  43  42   2  43  99   2 125 123
  92 139 125  89 139 125  37 139  92  43 180 160   2  43]",[  2  43 160   2  36  92 180   2]
"[180  54 105 117  54  97 105 117  57  97 180  54 105 117  54  97 105 117
  57  97 180  54 105 117  54  97 105 117  57  97 180  54]",[117  54  97 105 117  57  97 180]
"[ 37  37  37  37  65  79  61 143  37  37  79  24  37  37  61  79  58  37
  37  37  37  37  37  37  37  40  37  37  37  91 129  37]",[ 37 129 129  65  65  65 156 143]
"[ 58  58  58  46  76  37 162 169 162  87 162 169 162  37  76 142 169  21
 135   2  46 169  76  76  37 162 169 162  87 162 169 162]",[ 76 169 115   2  52  76  89  22]
"[ 92 170  89  17 170 137 113  50 170  92  50 170  73 137  92  50 170 137
   9  11  50 170   9 104  92  50 170 104  59  11  50 170]",[104  92  50 170 104  35 160  99]
"[ 81  36  81  36  81  87 147  87 147  87 147  87  16  92  89  89  91 180
 113  89  89  16  47 113  89  89 174 180 113  89  89  87]",[113  89  89  89  89  89  89  89]
"[ 26  34 142 168  34  22  87  46  46  46  21  89  21  21  92 168 168 168
  69  87  69  87  69 107  41  21  69 110  59  21  25  59]",[136  76  25  82  67  76 174 168]
"[175  40 175 100 175  60 100 175 100  40  40 175 100 175  85 175 100 175
  61 100 175 100  79  79 175 100 175 175 100 175 108 100]",[100 175 100 175 172  75 175 100]
"[139  97  61  99  97  67  99  61  67  97  66  99  97  67  99  66  67  97
  61  99  97 164  99  61 164  97  66  99  97  99  95 137]",[  9 154  66 104 110  66  82  67]
"[150 157 112  71 112  71 172  74  90 112  71 112  71 172  74  90 112  71
  74  90 171  62 116 173 159 179  90  52 146 132 146  11]",[ 12 139  88  12  88  12 171 132]
"[142  37  99 142 126 139  37  11 142  50 142  37  99 142 126 142  79  58
  58  46  76  37 162 169 162  87 162 169 162  37  76 169]",[169   2  76  37 162 169 162  87]
"[ 50  47 169 172  99  50 155  52 169  37  92 100  50 126 165  99  17  97
 126  50  47  92  50  37  52 169  47  50 169 113  22  46]",[169 100  22  46  50 169 100  22]
"[ 15  56 160 162 172  42 165  15  42 162  15  56  17  46 169  56 165  17
 168 145  17  80 145 142 172  47  17  50  17 122  52 145]",[ 93  28 142  42  28 122  92  38]
"[139 177   9 139 177   9 104  13 139 139 177   9 104 177 139 139 177   9
  80  42  32  73 168 150 137  51 150 116 110 150 150 110]",[128 138 110 110 177 180 110  95]
"[180 171  52  17  56  76 180  52 171 160  76  56 123 145 171  42  56  38
 123 171  38  11 139  38  28 172  38  17 139  46  28 122]",[ 17  38  76 165   2  56  28  38]
"[124  11 162  80 146 127 123  42  56 127  62  57  18 149  93  56  52  29
  28  52  23 145 171  56  54 117 162 160 139  99  54  88]",[ 54  62 127 117  62 123  56 127]
"[152 155 152  81 181 155 105   5   5 105 155 105  88 152 155 152  81 181
 155 105   5   5 105 155 105   0 152 155 152  79 181 155]",[  5   5 105 155 105 155  47 155]
"[161  90 124 112 112  68  52 145 112  33 124  71 161   1 145 126 103  71
  15  68  68  92 160  11  68  33 117  94  42  99 171 127]",[ 30 117 160  30 123 160  30  89]
"[ 24  97  15  37  99 145 169  90  51  51  58 167  58 167  58 167  58 167
  58 167  58 167  58 167  58 167  58  37  11  50 170 169]",[116 120 120 121  24  61  24  37]
"[123 172  28 171 123  89 160  47 162 160 172  28 171  89 172  28 162 157
  56  93 123  17  56  93 124 160  56  93 165  28  46  18]",[160  18 124 160  18 124 160  46]
"[ 81 181 155 105   5   5 105 155 105  88 152 155 152  81 181 155 105   5
   5 105 155 105   0 152 155 152  79 181 155 105   5   5]",[155 105 155  47 155 129  18  47]
"[142  38  56 142 168 142  38 168  82 168 142  82 164  82 168  82 164  82
 168  82 164  82 168  82 164  82 168  82 164  82 168  82]",[ 82 168  82 110  82 168  82 110]
"[163 163 163 163 163 163 163 163 163 163 163 163  22  48 152  54 175  22
 123  28 123 171  93 123  89 123  22  93 123  28 123 162]",[123 160 123  56  93 123  92 123]
"[144  17 144  30 144 144  88 123  17 143 143 143 123  81  81  17  81 149
 143  81  10 165  17  10 143  10 165  10  10  17  10 143]",[ 47  17   5 144   5  47   5   5]
"[ 87  71   8  71  29 120  69 120 120 120  69 120  69 120  91  33  40  88
  71 143 106 143 161  58 159  87  39 136 143  39 136  39]",[116  98  98 116 159 135 107 159]
"[ 53 120  52 145  17 161  52 145  50  49  29  49  29  49  29 172 162 145
 116  56 162 172 132 116  56  70 106  70 106  70 106 158]",[158  71  72  71  71 158  71  29]
"[ 76  46  17  76  52  76  46  37 162 169 162 142  11  46 169  46 122  50
  37  46 172 126  46  80  50  46 172  99  46  46  11  37]",[169 162   2  24  76 169  76  46]
"[144 144  49  49  49  49 144 144 144 144  49  49  49  49  49  49  49  49
  49  49  49  49  88  88  88  88  36  36  36  36 144 144]",[90 70 90 70 90 70 90 70]
"[ 88  46  46  16  16   2   2  16  16  46  46  25 151  76  76 143 133  76
  76 151  89  99  17  89  97 165 151  44 165  97 128 165]",[ 89 147  89  50  92  89  47 113]
"[ 79  18  61  18  61 155 155 105  76  51  76  76  76  76  15  76  76  37
  76 111  97 111 111 111 111  89 111 111 160 111 111  92]",[160 111 160 111  37  34  37  34]
"[ 56 153  42  52  22  52  42  52  42  52  22  52  42  56 124  28  52 126
 162  52 126 171 160 126  11 126  11 160  52 123  28  92]",[92 28 92 28 92 42 92 28]
"[ 42  22 180 126  42 171 126  99 171 126  99 171  57 126  99 169 126  92
 169 126  92 126 117  99 160 171 126  99 169  97 126  99]",[123  42 160  21 113 171 170  56]
"[139   2  76  76 177   2  76 171 171  76 171 126  98  14 110 117   9 110
  67  67 177 110  67 139 139  67 139   2   2 177 139   2]",[ 76   2  76 171  98  14 110 117]
"[122  28  21  92 122  28  76  92  56  28  76  92  56  28 172  92  22  28
 172  92  22  28 170  92  52  93  80  92 168  28  21  92]",[ 28  21  92 122  28  76  92  56]
"[ 37 100  17 165  37 100  17 165  37 100  17 165 170  89 172  17 170  89
  99  97  17 165  89  44  17 165  89  44  17 165  89  44]",[165  89  44 170  89 169  37 170]
"[ 61  97  99  97  42 123  99  97  42 123  99  97  50  47 145  15 170  89
 145  15 170  89 145  15  52  28 169  37 171 160 169  37]",[ 92 171 160  56  42  76  99  46]
"[ 26 178  26 178  26 178  26  22  36  92 136  87  87 170  89 169  37 172
  17 162  11  76  99  46  50   2 180 169  92  46  92 170]",[83 39 83 39 83 39 83 39]
"[167  58 167  58 167  58 167  58 167  58 167  58  37  11  50 170 169 162
 116 120 120 121  24  61  24  37  99 145 169  76  38 143]",[143 143  55  90  90  55  90  24]
"[151 135 151  44 151 151  89 151  20 135 151 113  89 147  69 147 113 147
 147  89 147  69 147  77 100  37  77  69  77 100  77  77]",[ 69  69  77 147 113  89 147  69]
"[ 37  99 126 168 139  37  11 142  50 142  37  99 142 126 139  37  11 142
  50 142  37  99 142 126 142  79  58  58  46  76  37 162]",[162  87 162 169 162  37  76 169]
"[144 144 102  11  52 144 144  59 144 145 144 102  50 144 144  59 129 144
 144  59  11  50 106 106  35 106  42 106  59  11 106 106]",[ 11 106 106 122  11 129 129 168]
"[ 56  22  56  22   8  56  56  21  22  56 171  56 169  16  56 171  56 171
  76 171  76 171  33  76  76   2 170  22  56  21   2 176]",[ 22  56 126 123 171  76   2  56]
"[170 126  76  18 142  76 142  67  61  76  18 142  76 142  67  61 142  18
  67 142  67 154  61  67  18 154  67 154  95  61 154 100]",[154  95  61  95  61  73 154 104]
"[176 135 176 135 176 135 176  12 176  76 171 126  99 126 171  76   2 139
 159  39  50  47 126 180  92 113  37 100 180  57  14  78]",[78 14 78 14 78 14 78 14]
"[ 76  38  43 145 169  43  76  38 157 145 169 133  76  38 145 169 142  76
  21 170 171  76  21  51 170 171  51  76  21  58 170 171]",[ 76  21 170 171   8  76  38 145]
"[159 159 135 107  39 153  78 107 153  39  78 153 107  39  39  78 107  39
 153  78 107 153  39  78 153 107  39  39  78 107  90  88]",[107  88  90 179  88 107  90  90]
"[ 38  82 164 136  34  45  34  45  98  84  38 180  82  38  82 164 136  34
  45  34  45  98  84  38 180  82  38  82 164 136 142 180]",[142 164 154 136 168 180 154 168]
"[113  17 165  37 100  17 165  92 113  37 100  92 113  37 100  83 165  18
 152  18 165 152 165 152 165  18 152  18 165 152 165 152]",[ 18 152  18 165 152 165 152 172]
"[ 60 130  60 129  55  60 144  60 144 129  55 129  55 129  55  60 144  55
 148   5 120   5 120   5 120   5 120 148  60 144 144  88]",[ 60  88  60  88  60  88  60 153]
"[157  32 157  32 157  32  76  32  43  32  43  32  43  32  43  32  43  32
  76  18  91  49  56  49  29  49  29  49  29  49  29  56]",[29 49 56 18 29 49 56 18]
"[105 150 127 123  42  56 127 157  57  44 131  76  93  22  28 168  57 138
  44  93  45  54 117 177 160 139  54   4  48 105 150 127]",[150 123  56 123 150  97 123 113]
"[ 97 170 105  21  44 125  89 171  44 125 127 135 123  76 127 135  54  86
 117  22  54  86  57 138 180  22  57 138  48 125 113 170]",[125 127 125 123 171 127 125 105]
"[ 99 126 180 160 103  12  68 180 160  34  11 126  12 180 160  11 126 180
 160  11 126  42 126  12  11 126  78 180 160 176  11 126]",[180 160  11 126  68 126  36 126]
"[148  18  93 132 117 165 146 113 124  71 113 124  18  93 117 165 113 124
 113 124 148  18  93 132 117 165 146 113 124  71 113 124]",[124 123  47 180  15  28 160 172]
"[ 38  38  38  96 171 171 171 171  38  38  38  38 172 172 172 172  38  38
  38  38  72 162 162 162 162  21  21  21  72  15  11  92]",[170 170 170  72  18 124 113 124]
"[  2 166 122 168   2 137 113 168 104   9 168 137 180 168 166 110  35 168
 125  20   9 107 166  35  87 104 110 180   2 166 122 168]",[137 113 168 104   9 168 137 180]
"[ 54 157  62 171  62 136  62  56  62 146  62  38  62 157  62 139  62 136
  62  82  62 146  62 110 152  86  10 164  10 143  10 143]",[143  10 143 164  10 143  10 110]
"[  2  52 122  80  89  67 168 170  80 142 170  80 168 170  56  89  21  56
 170  21  56 170  21  76   6  38  56 138  21  56 170  21]",[170  21 168 170  56  38  52  56]
"[171 128 172 128 172 138  22  21  34  46 180   2  14  50  37 126  22 162
 180  76 135  50 160 126 171  46 180   2  14  50  37 126]",[162 180  76 135  50 160 126 171]
"[123  89 123 117 103 127  62  62 157 126 145  62 103 127  62  62 103 157
 126 145  62 103 127 177 170  52 159 103 127 177 170  52]",[127  62  62 136  37 160  62 103]
"[ 99  39  50 126  51 145 170 120 145 170  33 169 170  51 126  50 120 170
 126   8  50  99 120 170 126  39  50  99  51 126  50  33]",[ 50  51 126  50 159  99  92  39]
"[ 46  47  28  17  42  50  47  50 113  92  77 165  17 100  37  77  93  28
 100  37  52  46 165  17 169 113  92  85 124  11 143  76]",[15 37 11 99 22 97 99 44]
"[ 90  52 120 162  68  21 120 125 120 162  33  22  22  33 107 161  22  39
 170 170  69 170 116 171 125  56 116  30 116 171  71  56]",[142  71  98  71  56   8  76 133]
"[ 57  97 127 117 105  97  48 180  54 105 117  54  97 105 117  57  97 180
  54 105 117  54  97 105 117  57  97 180  54 105 117  54]",[105 117  57  97 180  54 105 117]
"[ 42 170  42 160  15 127 160  42 145 117  42 160  15 160  42 160  18 117
  42 145 171 117 145  42 160  42 145  50 105 117 170 171]",[117  52 171  50 170 171 126  54]
"[ 97 171 160  22  92 171 160 170  89  50  47  92 113  52  28  22  92  52
  28  42 123  92 113  28  93 169  37 172  17 169  37 145]",[ 42 123  17 165 170  89 172  17]
"[155  28  11  50  11  28  11  28  11  50  11  28  52 130  28 130  17 130
  50 130  17  28 130  17 130  28 130  17 130  50 105  17]",[ 28 105 169  48  37  92  50  92]
"[  9  95  43  33 137   9  43  33 154 104 110  82  67 168  36  33 139 142
  21   2  56  76  36  33  22 171 169 170 126   9 177  95]",[177  95  33  43  95  33  43 137]
"[ 80  38 145 102 139  38  68  46 162 169  37 172  17 169  37 145  15  42
 123  17 165  37 100  17 165  37 100  17 165  37 100  17]",[170  89 172  17 170  89  99  97]
"[ 35  50 164 145 102 171 139 162 102 171 139 162  35  42 164 145  35  42
 164 145  82 172  80  56  82 172  80  56  59 145  52 102]",[172 139  22 162  38  22 162  82]
"[ 89 170  50 170 142  89 169 126 169  21  89 170  50 170  89 169 126 142
 169  21  89 170  50 170 101  89 101 169 101 126 119 169]",[ 89 170  50 170  89 169 126  51]
"[ 67  61 142  97  67  61 168 123 139  30 142  21 123 142 113 168 142  98
 168  38 133 142  21 125 170 169 171  22  76 105  99  97]",[105  99  97  76 105  99  97  98]
"[145  61  61 142 145  19  19  21 170  19  19  21 170  61  61  38 169  61
  61  38 169  79  85  46 169  79  85  46 169 164  51  95]",[164  67  71 142  38  71  76  59]
"[ 91  44  86 101  53   6 130  69  44  16 147 130 119  65 147  91  44  86
 101  53   6 130  69  44  16 147 130 119  65 147  91  23]",[128 101  53   6 130  89  44  87]
"[117 160  54 171 117 160  54 171 117 160  54 171 117 160  54 171 117  90
  90 103 103  90  90  71  71  90  90 103 103  71  71  90]",[146  90  90  11 181 162 124  11]
"[ 80  38 120  52  38 122  38 122 142  80 120 170 172 170 139 120 145  52
 171  52 171 172  80 170 129  59  80 139 145 129  80 102]",[102  67  80 120 170 172 170 139]
"[ 50 145 170 108 145 170  80 172  40 169  97  37  61  99  37  85  11  37
  61  99  37 155  47  79  37  47   0  17  47  70  99  47]",[100  47  37  47  37  47 129  37]
"[113  16 147 104 113  69 147   9 113  35 104 147  35 110 113  67 149  80
 113 122 149 168 113  87 149  59 113  16 147 104 113  69]",[  9 113  35 104 147  35 110 113]
"[178  97  34  56  43  76  76  98  21  83 169  22  56  22 169 170 125 145
 122 178 142 139  80 168 102  66  67  97  89 160  99 168]",[139 160  37   9 142 154  21 160]
"[172  59 110 145 164 110  42 164  35  50 164 145  35  50 164 145  68 171
 162 102 171 139 162  35  42 164 145  35  42 164 145  82]",[ 80  56  82 172  80  56  59 145]
"[143 100  37  24 159  55  40 143  24 143  24 156  67  15 156 142  37  79
 156  91 156  91  87 169 124  37 156  97  40  37  47 156]",[ 37 156  24 156  24 129 100 129]
"[169 100 145  18  42 127 145  18 169 100 145  18 169 100 145  18  42 127
 145  18 171 117 145  18 171 117 145  18  42 127 145  18]",[165 145  18 172 165 145  18  42]
"[123 145  15 170  89  50  47 170  89  50  47  92 113  50  47 170  44 169
 100 172 165  22 113  76  97  46  47   2 180  21  89 142]",[ 21  89   2 180  46  47  56 123]
"[  8  33 120  33  33  58  58  39  51 120   2  33  21   2  21 142  33 139
 142  33 139 168  33  67 168  67  59  33 110  59  33 110]",[ 33 116  51 116 116   8 103   8]
"[180  57 126 180 126 180 177 117 180 171 135 180  22 180 113 169  14 180
  22  22  97 180 176 180  45  86 135 176 126 180 135 180]",[135 180  34  34 180  44  91 180]
"[ 21  16 119  97  80 168 102  67  82  59 104  44 151 164 110 151  59 113
 164 147 104  73 137 104 147  59  82  18 154  83 137  95]",[ 83  82  67  89  99  92  59 110]
"[ 62 146  62  38  62 146  62   2  62 176  62  56  62 157  62  56  57 157
  32 157  32 157  32 157  32 157  32  76  32  43  32  43]",[43 32 43 32 43 32 76 18]
